title,year,mileage,transmission,fuel,body_color,inside_color,body_status,description,body_type,volume,engine,acceleration,price
پژو، 206 SD,1390,"148,000 km",اتوماتیک,6.6 لیتر در صد کیلومتر,نوک مدادی,کرم,دور رنگ,"موتوری سالم جلو بندی عقب بندی نو شده 
گیربکس سالم فابریک شاسی عقب جلو پلمپ کفپوش یه بعدی کنترل کروز،دور ماشین چند جا رنگ شده",passenger_car,1.6 لیتر,4 سیلندر TU5,11.4 ثانیه,"400,000,000"
پژو، 207,1398,"70,000 km",دنده ای,6.6 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,"ماشین در‌سلامت کامل موتور و گیربکس
دارای ۴حلقه لاستیک خارجی و رینگ اسپورت
شیشه ها دودی
ماشین از صفر زیرپایی خودم بود و سلامت کامل داره
تخفیف جزئی پای معامله
معاوضه نمیکنم
فقط مصرف کننده تماس بگیره(ساعت۸صبح الی ۲۰عصر)
",hatchback,1.6 لیتر,4 سیلندر TU5,11.6 ثانیه,"610,000,000"
سمند، سورن,1402,"2,900 km",دنده ای,7.5 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,,passenger_car,1.7 لیتر,4 سیلندر EF7 دوگانه سوز,12.8 ثانیه,"680,000,000"
لیفان، X60,1394,"170,000 km",دنده ای,8.2 لیتر در صد کیلومتر,کربن بلک,نوک مدادی,بدون رنگ, کاملا سالم,crossover,1.8 لیتر,4 سیلندر,13 ثانیه,"500,000,000"
هایما، S5,1401,"12,000 km",اتوماتیک,8 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ," بدنه سالم و بدون کوچیکترین خط و خش
 تمامی سرویس ها به موقع و در نمایندگی انجام شده
۶ماه بیمه دارد
 سند تک برگ
 همیشه بزنین سوپر یا اکتان ریختم تو ماشین
قیمت مقطوع",crossover,1.5 لیتر,4 سیلندر توربوشارژ,9 ثانیه,"1,385,000,000"
دنا، پلاس EF7,1401,"30,000 km",اتوماتیک,7.8 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,سالم بدون خط و خش کارکرد کم سواری عالی ماشین در حد نو بشرط کارشناسی سند دست اول لوازم اضافه شامل  سیستم صوتی باند  آمپیلی فایر و ساب مه شکن هدلایت ، بال عقب  تمام سرویسها انجام شده بیمه یکسال کامل  رینگ لاستیک نو فابریک,passenger_car,1.7 لیتر,4 سیلندر توربوشارژ EF7,10 ثانیه,"815,000,000"
ام وی ام، X22 PRO,1402,"2,000 km",دنده ای,7.1 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,گارانتی فعال شخصی بیمه بدنه  ,crossover,1.5 لیتر,4 سیلندر (4G15C),,"905,000,000"
هیوندای، سانتافه,2015,"90,000 km",اتوماتیک,9.4 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,"فول- وارداتی
ساب جلو و عقب گرم کن و سرد کن اتو هلد 
بدون خط وخش مخصوص سخت پسندان",crossover,2.4 لیتر,4 سیلندر MPi (موتور GDI سفارشی),11.6 ثانیه,"3,480,000,000"
نیسان، پیکاپ دو کابین,1392,"190,000 km",دنده ای,13 لیتر در صد کیلومتر,سفید,مشکی,یک لکه رنگ,با سلام خودرو دو برگ سند شخصی کارکرد درب شاگرد رنگ کاپوت فابریک بدون رنگ موجود و تقدیم میشود موتور توربو با کمترین اصطحلاک بدون دود و روغن سوزی به شرط تعویض پلاک لوازم فابریک هم موجود هست لوازم جانبی شامل کیت ارتفاع فومسل آیرون من رینگ و لاستیک سوپر لید و رول بار باربند و سایبان سینی وینچ و سینی زیر سپر عقب سیستم صوتی پایونیر و….,pickup,2.4 لیتر,4 سیلندر یورو4,14.3 ثانیه,"1,550,000,000"
هیوندای، توسان,2010,"146,000 km",اتوماتیک,10.9 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,تک برگ سند، صندلیها بدون کوچکترین پارگی بسیار تمیز و مرتب . بدون هیچگونه ایراد . خریدار محترم لطف کند تماس بگیرد . ساعت پاسخگویی 2بعدازظهر تا 12 شب.,crossover,2.7 لیتر,6 سیلندر,10.5 ثانیه,"1,650,000,000"
کیا، سراتو (مونتاژ),1397,"72,000 km",اتوماتیک,7.9 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,"کارکرد واقعی 
کارشناسی شده",passenger_car,2.0 لیتر,4 سیلندر,10.5 ثانیه,"1,680,000,000"
دنا، پلاس EF7,1400,"82,000 km",دنده ای,7.9 لیتر در صد کیلومتر,خاکستری,مشکی,بدون رنگ,"✅فروش انواع خودروهای خارجی-ایرانی
✅مدارک تکمیل و آماده انتقال سند
✅جهت بازدید و کسب اطلاعات بیشتر
با مجموعه اوجانی تماس حاصل بفرمایید
لطفا قبل از بازدید خودرو هماهنگ شوید
خودرو دارای رینگ و کروز میباشد",passenger_car,1.7 لیتر,4 سیلندر EF7,13.5 ثانیه,"675,000,000"
پراید، هاچ بک,1383,"255,000 km",دنده ای,,مشکی,مشکی,کامل رنگ,باسلام. خودرو لاستیک هاش صفر هست. بیمه تازه گرفته شده. بدون خط و خش. شیشه دودی اسپرت. فن یک به شرط و موتور بدون ایراد. کارکرد عالی. تمامی سرویس ها انجام شده و روغن گیربکس تازه تعویض شده. جلوبند عالی. کلا ماشین عالی هست,hatchback,,,,"135,000,000"
مزدا، 3 نیو صندوق دار,1398,"28,000 km",اتوماتیک,7.6 لیتر در صد کیلومتر,سربی,سربی,بدون رنگ, از خودرو استفاده بسیار کمی شده از جمله رفت و آمد سرویس‌های دوره‌ای در نمایندگی به موقع انجام شده و خودرو در شرایط پارکینگ مسقف نگهداری گردیده ,passenger_car,2 لیتر,4 سیلندر,9.2 ثانیه,"2,600,000,000"
دانگ فنگ، H30 کراس,1395,"118,000 km",اتوماتیک,7.7 لیتر در صد کیلومتر,نوک مدادی,مشکی,بدون رنگ,ماشین تمیز، باطری نو، ۱ ۵ سال هست توی پارکینگه,hatchback,1.6 لیتر,4 سیلندر TU5,12.5 ثانیه,"580,000,000"
رنو، ساندرو استپ وی,1397,"100,000 km",اتوماتیک,8 لیتر در صد کیلومتر,سفید,مشکی,یک لکه رنگ, بسیار تمیز دارای صفحه مونیتور OLED ده اینچی و پاور ویندوز و شیشه دودی و لاستیک اصل رودستون کره و بیمه ۶ ماه و یک بند انگشت رنگ کنار قفل درب شاگرد.,hatchback,1.6 لیتر,4 سیلندر,11.5 ثانیه,"1,200,000,000"
دانگ فنگ، H30 کراس,1397,"95,000 km",اتوماتیک,7.7 لیتر در صد کیلومتر,نوک مدادی,مشکی,دو لکه رنگ,,hatchback,1.6 لیتر,4 سیلندر TU5,12.5 ثانیه,"580,000,000"
شاهین، G دنده ای,1401,"43,000 km",دنده ای,7.2 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,,passenger_car,1.5 لیتر,4 سیلندر توربوشارژ (M15T),13.2 ثانیه,"620,000,000"
تارا، اتوماتیک V2,1402,"27,000 km",اتوماتیک,7.3 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,"بیمه بدنه و بیمه ثالث تا برج ۱۲.
از ابتدا دست خودم بوده . تمام سرویس ها به موقع در نمایندگی انجام شده است.یک لکه رنگ روی رکاب عقب سمت شاگرد . قصد معاوضه ندارم .",passenger_car,1.6 لیتر,4 سیلندر TU5 پلاس,13 ثانیه,"800,000,000"
پراید، صندوق دار,1387,"218,000 km",دنده ای,,سفید,خاکستری,بدون رنگ,"شیشه‌ها دودی دزدگیر کفی ۳ بعدی 
جلوبندی تسمه‌ها روغن‌ها یه ماهه عوض شده
شتاب عالی لاستیک پهن جلو ۹۰ عقب ۶۰
خرج جزیی داره خیلی کم
بازدید پردیس",passenger_car,,,,"183,000,000"
پژو، 206,1385,"325,689 km",دنده ای,6.4 لیتر در صد کیلومتر,خاکستری,مشکی,اتاق تعویض,کمپرسور کول نو تازه تعویض شده بیمه ۱۰ ماه,hatchback,1.4 لیتر,4 سیلندر TU3,14.1 ثانیه,"210,000,000"
پژو، پارس,1391,"360,000 km",دنده ای,9.1 لیتر در صد کیلومتر,سفید,بژ,چند لکه رنگ,"سند تک برگ دسته اول 
موتور پارسال تعمیر اساسی شد
گیربکس فنی به شرط
بدون یک ریال خرج
ضمنا فقط لبه های گلگیر به علت خط و خش رنگ شده
ماشین کاملا بدون تصادف",passenger_car,1.8 لیتر,4 سیلندر XU7,11 ثانیه,"320,000,000"
رانا، پلاس,1402,"6,000 km",دنده ای,6.9 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,"مشکی متالیک کم کارکرد بیمه کامل
بدون خط وخش گارانتی فعال. کفی سه بعدی.شیشه دودی.قفل زاپاس و باتری. ضد سرقت کلیه درب ها و صندوق عقب.",passenger_car,1.6 لیتر,4 سیلندر TU5 یورو5,12 ثانیه,"590,000,000"
پژو، 206 SD,1395,"230,000 km",دنده ای,6.6 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,"سالم 
چهار چرخ دیسکی
سنسور عقب فابریک
باتری نو
صفحه کلاچ نو
تخفیف پای معامله",passenger_car,1.6 لیتر,4 سیلندر TU5,11.4 ثانیه,"430,000,000"
پژو، پارس,1385,"289,000 km",دنده ای,9.1 لیتر در صد کیلومتر,مشکی,مشکی,دو لکه رنگ,"ماشین همه سرویس هاش انجام شده 
سرسیلندر کامل عوض شده شرکتی 
باطری نو .رادیاتور نو.عقب جلو سقف ستون پلمپ صندوق رنگ به علت آفتاب سوختگی گلگیر جلو سمت راننده رنگ  فروش به دلیل نیاز مالی تخفیف پای معامله",passenger_car,1.8 لیتر,4 سیلندر XU7,11 ثانیه,"265,000,000"
برلیانس، کراس,1397,"77,000 km",اتوماتیک,6.5 لیتر در صد کیلومتر,آبی,مشکی,بدون رنگ,باسلام و وقت بخیر - مصرفی خانگی عکس کارشناسی دارد - همه سرویسها بموقع انجام شده-فنی عالی - کروز-مانیتور ١٩ اینچ-سنسور عقب و جلو-کفی ٣بعدی -دور فرمان دوخت-روکش چرم مشکی فابریکی-شیشها دودی -سانروف-معاوضه ندارم- بشرط کارشناسی- به خریدار واقعی تخفیفم میدم باتشکر✋🌷,crossover,1.65 لیتر,4 سیلندر,12.5 ثانیه,"680,000,000"
هیوندای، i20,2015,"140,000 km",اتوماتیک,6 لیتر در صد کیلومتر,قرمز,مشکی,گلگیر رنگ,"تک برگ سند 
فنی به ضمانت سلامت کامل 
بیمه ۷ ماه
فوق العاده کم مصرف و کم اصطهلاک",hatchback,1.4 لیتر,4 سیلندر,12.9 ثانیه,"1,220,000,000"
پژو، 206,1389,"185,000 km",اتوماتیک,7.1 لیتر در صد کیلومتر,مشکی,مشکی,چند لکه رنگ,فنی سالم لوازم مصرفی تازه تعویض شد,hatchback,1.6 لیتر,4 سیلندر TU5,13.4 ثانیه,"390,000,000"
پژو، 207,1402,"1,800 km",دنده ای,6.6 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ, بدون   نقطه  ماشین همش تو پارکینگ خواب بوده  تخفیف جزئی پای معامله,hatchback,1.6 لیتر,4 سیلندر TU5,11.6 ثانیه,"755,000,000"
تویوتا، کرولا,2008,"270,000 km",اتوماتیک,,سفید,کرم,دو لکه رنگ,"عمانی
بال و رینگ فابریک و فول کامل
درب صندوق و گلگیر عقب چپ رنگ
عقب جلو سالم و پلمپ بدون ضربه
فنی و بدنه درجه یک
داخل کابین نو نو
لاستیک ۱۰۰٪
درجه یک بدون توضیح",passenger_car,,,,"1,220,000,000"
جک، S5,1400,"43,000 km",اتوماتیک,7.7 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,خودرو سالم بدون تصادف گارانتی فعال اسناد و مدارک آماده انتقال قابل کارشناسی قابل معاوضه با خودروی شما قابل معاوضعه با فیدلیتی - دیگنیتی پرایم پرستیژ - هایما s7 - لاماری - هایما 8s - فونیکس fx - تیگو۷ پرو - هایما x7 - فردا موتور t5 - توسان - سورنتو - سانتافه - سوناتا yf - اپتیما - کلوت - kmc t8 - kmc j7 - kmc k7 -تیگو7 پروپرمیوم- x22 pro -ایکس 55 - اریزو ۶ - اریزو ۵ FL - کی ام سی X5 - فوتون تونلند - تیگو ۸ پرومکس ie کارشناس فروش:خانم ترکاشوند,crossover,2 لیتر,4 سیلندر توربوشارژ,11.7 ثانیه,"1,315,000,000"
ب ام و، X3,2016,"100,000 km",اتوماتیک,7.3 لیتر در صد کیلومتر,سفید,قهوه ای,بدون رنگ,فول  مانیتور بزرگ فرمون جدید  کیت M چهار حلقه لاستیک نو   ,crossover,2 لیتر,4 سیلندر توربوشارژ,6.5 ثانیه,"8,000,000,000"
جک، S5,1396,"26,000 km",اتوماتیک,7.7 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,خودرو مشابه صفر کم کارکرد بدون کوچک ترین خط وخش  فقط مصرف کننده تخفیف جزئی فقط پای معامله  تماس ۸ صبح تا ۸ شب,crossover,2 لیتر,4 سیلندر توربوشارژ,11.7 ثانیه,"1,180,000,000"
